sse,vr
0x1417756C8,0x1417FF700
0x141C8B6A4,0x141D44504
0x141442C40,0x1414A7A50
0x141442C4C,0x1414A7A5C
0x141775930,0x1417FF968
0x141C8B7B4,0x141D44614
0x141442CAC,0x1414A7ABC
0x141775B98,0x1417FFBD0
0x141C8B8C4,0x141D44724
0x141442D00,0x1414A7B10
0x141442D0C,0x1414A7B1C
0x141775E00,0x1417FFE38
0x141C8B9E0,0x141D44840
0x141442D60,0x1414A7B70
0x141442D6C,0x1414A7B7C
0x141775308,0x1417FF340
0x141C8B534,0x141D44394
0x141442BD0,0x1414A79E0
0x141776078,0x1418000B0
0x141C8BB14,0x141D44974
0x141442DCC,0x1414A7BDC
0x1417762E0,0x141800318
0x141C8BC3C,0x141D44A9C
0x141442E2C,0x1414A7C3C
0x141776548,0x141800580
0x141C8BD5C,0x141D44BBC
0x141442E8C,0x1414A7C9C
0x14176EB08,0x1417F8B40
0x141C81F70,0x141D3ADD0
0x141440760,0x1414A5570
0x14144076C,0x1414A557C
0x14176B5E8,0x1417F55D0
0x141C7EDA8,0x141D37C00
0x14143FABC,0x1414A48CC
0x1417767B0,0x1418007E8
0x141C8BEAC,0x141D44D0C
0x141442EE0,0x1414A7CF0
0x141442EEC,0x1414A7CFC
0x1435696B8,0x1437C8CC4
0x140D00BFC,0x140D4774C
0x141C90DB8,0x141D49C18
0x141776800,0x141800838
0x141C8BF5C,0x141D44DBC
0x141442F32,0x1414A7D42
0x141776828,0x141800860
0x141C8BFA0,0x141D44E00
0x141442F4F,0x1414A7D5F
0x141771868,0x1417FB8A0
0x141C88400,0x141D41260
0x141442120,0x1414A6F30
0x141442125,0x1414A6F35
0x1417717F0,0x1417FB828
0x141C88260,0x141D410C0
0x1414420BC,0x1414A6ECC
0x141771840,0x1417FB878
0x141C883BC,0x141D4121C
0x141442102,0x1414A6F12
0x14144210E,0x1414A6F1E
0x140CD1810,0x140D18360
0x14176F600,0x1417F9638
0x141C8435C,0x141D3D1BC
0x141440A60,0x1414A5870
0x141440A6C,0x1414A587C
0x14176F628,0x1417F9660
0x141C843EC,0x141D3D24C
0x141440A89,0x1414A5899
0x14176F650,0x1417F9688
0x141C84440,0x141D3D2A0
0x141440AA6,0x1414A58B6
0x14176FA10,0x1417F9A48
0x141C85038,0x141D3DE98
0x141440FA0,0x1414A5DB0
0x141440FAC,0x1414A5DBC
0x14176FF90,0x1417F9FC8
0x141C858EC,0x141D3E74C
0x1414412AC,0x1414A60BC
0x141768E38,0x1417F2DF8
0x141C7C698,0x141D35500
0x14143F120,0x1414A3F40
0x14143F12C,0x1414A3F4C
0x14143F155,0x1414A3F75
0x141768E88,0x1417F2E48
0x141C7C778,0x141D355E0
0x14143F17D,0x1414A3F9D
0x14143F189,0x1414A3FA9
0x14143F195,0x1414A3FB5
0x14143F1B7,0x1414A3FD7
0x14143F1D6,0x1414A3FF6
0x14143F1F8,0x1414A4018
0x14143F204,0x1414A4024
0x14143F210,0x1414A4030
0x14143F22F,0x1414A404F
0x14143F24E,0x1414A406E
0x140C75350,0x140CBB780
0x140C75420,0x140CBB850
0x140C758F0,0x140CBBD20
0x141768EB0,0x1417F2E70
0x141C7C8BC,0x141D35724
0x14143F26D,0x1414A408D
0x141768ED8,0x1417F2E98
0x141C7C8FC,0x141D35764
0x14143F279,0x1414A4099
0x141768F28,0x1417F2EE8
0x141C7C9B0,0x141D35818
0x14143F2CA,0x1414A40EA
0x14175FB18,0x1417E9938
0x141C6CD70,0x141D25918
0x14143BA50,0x1414A07B0
0x141C6FB7C,0x141D287F8
0x14355C9D4,0x1437BBEFC
0x140C3550D,0x140C7A6DD
0x141C6FB58,0x141D287D4
0x14176B778,0x1417F5760
0x141C7EE9C,0x141D37CF4
0x14143FB1C,0x1414A492C
0x141772E80,0x1417FCEB8
0x141C890E0,0x141D41F40
0x1414423BC,0x1414A71CC
0x141772ED0,0x1417FCF08
0x141C89190,0x141D41FF0
0x141442402,0x1414A7212
0x141772EF8,0x1417FCF30
0x141C891D4,0x141D42034
0x14144241F,0x1414A722F
0x14177BB80,0x141805BB8
0x141C9115C,0x141D49FBC
0x141444B60,0x1414A9970
0x141444B65,0x1414A9975
0x141444B6A,0x1414A997A
0x1417714F8,0x1417FB530
0x141C88084,0x141D40EE4
0x141442050,0x1414A6E60
0x141442055,0x1414A6E65
0x141771480,0x1417FB4B8
0x141C87EDC,0x141D40D3C
0x141441FE0,0x1414A6DF0
0x141441FEC,0x1414A6DFC
0x1417714D0,0x1417FB508
0x141C88040,0x141D40EA0
0x141442032,0x1414A6E42
0x14144203E,0x1414A6E4E
0x140CD0820,0x140D17370
0x14176B980,0x1417F5968
0x141C7F0C0,0x141D37F18
0x14143FBD0,0x1414A49E0
0x14176B908,0x1417F58F0
0x141C7EF78,0x141D37DD0
0x14143FB70,0x1414A4980
0x14143FB7C,0x1414A498C
0x141776A40,0x141800A78
0x141C8BFF8,0x141D44E58
0x141442F7C,0x1414A7D8C
0x141776B08,0x141800B40
0x141C8C1CC,0x141D4502C
0x141443020,0x1414A7E30
0x14144302C,0x1414A7E3C
0x141776AB8,0x141800AF0
0x141C8C140,0x141D44FA0
0x141442FE6,0x1414A7DF6
0x141776AE0,0x141800B18
0x141C8C188,0x141D44FE8
0x141443003,0x1414A7E13
0x141776D50,0x141800D88
0x141C8C25C,0x141D450BC
0x141443050,0x1414A7E60
0x14144305C,0x1414A7E6C
0x141776DF0,0x141800E28
0x141C8C410,0x141D45270
0x1414430DF,0x1414A7EEF
0x1414430EB,0x1414A7EFB
0x141776DA0,0x141800DD8
0x141C8C37C,0x141D451DC
0x1414430A2,0x1414A7EB2
0x141776DC8,0x141800E00
0x141C8C3CC,0x141D4522C
0x1414430C2,0x1414A7ED2
0x14176BAE8,0x1417F5AD0
0x141C7F0F8,0x141D37F50
0x14143FBE0,0x1414A49F0
0x14156EDF0,0x1415E6B70
0x141A0BA4C,0x141AAE16C
0x141380AD0,0x1413DC4D0
0x141380AD5,0x1413DC4D5
0x141380ADA,0x1413DC4DA
0x14176EFF0,0x1417F9028
0x141C82BC0,0x141D3BA20
0x141440890,0x1414A56A0
0x14176EFA0,0x1417F8FD8
0x141C829D4,0x141D3B834
0x14144084D,0x1414A565D
0x14176BCC8,0x1417F5CB0
0x141C7F23C,0x141D38094
0x14143FC60,0x1414A4A70
0x14143FC6C,0x1414A4A7C
0x14176BED0,0x1417F5EB8
0x141C7F45C,0x141D382B4
0x14143FD20,0x1414A4B30
0x14176BE58,0x1417F5E40
0x141C7F318,0x141D38170
0x14143FCCC,0x1414A4ADC
0x1417774B8,0x1418014F0
0x141C8C9A8,0x141D45808
0x141443250,0x1414A8060
0x141443255,0x1414A8065
0x14144325A,0x1414A806A
0x14144325F,0x1414A806F
0x141777440,0x141801478
0x141C8C82C,0x141D4568C
0x1414431E0,0x1414A7FF0
0x1414431EC,0x1414A7FFC
0x141777760,0x141801798
0x141C8CB20,0x141D45980
0x1414432E0,0x1414A80F0
0x1414432E5,0x1414A80F5
0x1414432EA,0x1414A80FA
0x1414432EF,0x1414A80FF
0x1417776E8,0x141801720
0x141C8CA0C,0x141D4586C
0x14144327C,0x1414A808C
0x141777980,0x1418019B8
0x141C8CB84,0x141D459E4
0x141443300,0x1414A8110
0x14144330C,0x1414A811C
0x141777B50,0x141801B88
0x141C8CD10,0x141D45B70
0x141443360,0x1414A8170
0x14144336C,0x1414A817C
0x141777BF0,0x141801C28
0x141C8CF90,0x141D45DF0
0x1414433FC,0x1414A820C
0x141868A50,0x141908E88
0x141D9FFAC,0x141E59474
0x141481DE0,0x1414ECAE0
0x141777DF0,0x141801E28
0x141C8D018,0x141D45E78
0x141443410,0x1414A8220
0x141770D60,0x1417FAD98
0x141C87534,0x141D40394
0x141441DCC,0x1414A6BDC
0x141770E00,0x1417FAE38
0x141C877A8,0x141D40608
0x141441E55,0x1414A6C65
0x141766080,0x1417EFF40
0x141C79524,0x141D32184
0x14143E780,0x1414A3510
0x14143E785,0x1414A3515
0x140C629B0,0x140CA7F60
0x140C64AD0,0x140CAA240
0x14355F2A8,0x1437BE7C4
0x140C56921,0x140C9B9E1
0x141C76794,0x141D2F394
0x140C629C0,0x140CA7F70
0x140C64BD0,0x140CAA340
0x14355F2B4,0x1437BE7D0
0x140C56976,0x140C9BA36
0x141C767A0,0x141D2F3A0
0x141765E50,0x1417EFD10
0x141C78F2C,0x141D31B8C
0x14143E612,0x1414A33A2
0x14143E617,0x1414A33A7
0x14143E61C,0x1414A33AC
0x14143E621,0x1414A33B1
0x141778038,0x141802070
0x141C8D2D0,0x141D46130
0x1414434AC,0x1414A82BC
0x1414434C9,0x1414A82D9
0x1414434D5,0x1414A82E5
0x1414434E5,0x1414A82F5
0x140CD5D20,0x140D1C870
0x141771FD0,0x1417FC008
0x141C887C8,0x141D41628
0x1414421CC,0x1414A6FDC
0x1414421F5,0x1414A7005
0x141442205,0x1414A7015
0x1417720C0,0x1417FC0F8
0x141C88B30,0x141D41990
0x1414422DA,0x1414A70EA
0x1414422E6,0x1414A70F6
0x14177B8F0,0x141805928
0x141C91084,0x141D49EE4
0x141444B10,0x1414A9920
0x141444B15,0x1414A9925
0x141444B1A,0x1414A992A
0x141778320,0x141802358
0x141C8D974,0x141D467D4
0x141443630,0x1414A8440
0x141443635,0x1414A8445
0x1417782A8,0x1418022E0
0x141C8D7E0,0x141D46640
0x1414435CC,0x1414A83DC
0x1417782F8,0x141802330
0x141C8D930,0x141D46790
0x141443612,0x1414A8422
0x14144361E,0x1414A842E
0x14177EEB0,0x141808F00
0x141C93A68,0x141D4C8C8
0x141445650,0x1414AA460
0x14144565C,0x1414AA46C
0x14177E600,0x141808650
0x141C93548,0x141D4C3A8
0x1414454D0,0x1414AA2E0
0x1414454DC,0x1414AA2EC
0x14356A15C,0x1437C9768
0x140D0A0AC,0x140D50C7C
0x141C928CC,0x141D4B72C
0x1417849A0,0x14180E9F0
0x141C98074,0x141D50E7C
0x1414469AD,0x1414AB7BD
0x1417849C8,0x14180EA18
0x141C980BC,0x141D50EC4
0x1414469CA,0x1414AB7DA
0x14177E858,0x1418088A8
0x141C9361C,0x141D4C47C
0x141445530,0x1414AA340
0x14144553C,0x1414AA34C
0x14177EAB0,0x141808B00
0x141C936F0,0x141D4C550
0x14144559C,0x1414AA3AC
0x14177EC58,0x141808CA8
0x141C93994,0x141D4C7F4
0x1414455F0,0x1414AA400
0x1414455FC,0x1414AA40C
0x14177F080,0x1418090D0
0x141C93C1C,0x141D4CA7C
0x1414456BC,0x1414AA4CC
0x14177F250,0x1418092A0
0x141C93E1C,0x141D4CC7C
0x14144571C,0x1414AA52C
0x14177F470,0x1418094C0
0x141C94160,0x141D4CF68
0x14144579C,0x1414AA5AC
0x141785090,0x14180F0E0
0x141C983A8,0x141D511B0
0x141446A80,0x1414AB890
0x141446A85,0x1414AB895
0x14177F6B0,0x141809700
0x141C943FC,0x141D4D204
0x141445850,0x1414AA660
0x141445855,0x1414AA665
0x14177F638,0x141809688
0x141C94288,0x141D4D090
0x1414457F0,0x1414AA600
0x1414457FC,0x1414AA60C
0x14177F8A8,0x1418098F8
0x141C94620,0x141D4D428
0x1414458E0,0x1414AA6F0
0x1414458E5,0x1414AA6F5
0x14177F830,0x141809880
0x141C9444C,0x141D4D254
0x141445860,0x1414AA670
0x14144586C,0x1414AA67C
0x14177D410,0x141807458
0x141C925AC,0x141D4B40C
0x141445070,0x1414A9E80
0x14144507C,0x1414A9E8C
0x14177FC80,0x141809CD0
0x141C94884,0x141D4D68C
0x1414459BC,0x1414AA7CC
0x14177FE28,0x141809E78
0x141C94A3C,0x141D4D844
0x141445A1C,0x1414AA82C
0x14177C538,0x141806578
0x141C91E08,0x141D4AC68
0x141444E70,0x1414A9C80
0x141444E75,0x1414A9C85
0x141444E7A,0x1414A9C8A
0x141444E7F,0x1414A9C8F
0x14177C420,0x141806460
0x141C9182C,0x141D4A68C
0x141444CE0,0x1414A9AF0
0x141444CEC,0x1414A9AFC
0x14177C448,0x141806488
0x141C918C4,0x141D4A724
0x141444D25,0x1414A9B35
0x141444D31,0x1414A9B41
0x141444D4E,0x1414A9B5E
0x141444D6B,0x1414A9B7B
0x140D056F0,0x140D4C290
0x141780180,0x14180A1D0
0x141C94D70,0x141D4DB78
0x141445AAC,0x1414AA8BC
0x1417803D8,0x14180A428
0x141C94E44,0x141D4DC4C
0x141445B00,0x1414AA910
0x141445B0C,0x1414AA91C
0x141780630,0x14180A680
0x141C94F18,0x141D4DD20
0x141445B60,0x1414AA970
0x141445B6C,0x1414AA97C
0x141780888,0x14180A8D8
0x141C94FEC,0x141D4DDF4
0x141445BCC,0x1414AA9DC
0x141780AE0,0x14180AB30
0x141C950C0,0x141D4DEC8
0x141445C20,0x1414AAA30
0x141445C2C,0x1414AAA3C
0x141780D38,0x14180AD88
0x141C95194,0x141D4DF9C
0x141445C80,0x1414AAA90
0x141445C8C,0x1414AAA9C
0x141780F90,0x14180AFE0
0x141C95268,0x141D4E070
0x141445CE0,0x1414AAAF0
0x141445CEC,0x1414AAAFC
0x1417811E8,0x14180B238
0x141C9533C,0x141D4E144
0x141445D40,0x1414AAB50
0x141445D4C,0x1414AAB5C
0x141781440,0x14180B490
0x141C95410,0x141D4E218
0x141445DAC,0x1414AABBC
0x141781698,0x14180B6E8
0x141C954E4,0x141D4E2EC
0x141445E00,0x1414AAC10
0x141445E0C,0x1414AAC1C
0x1417818F0,0x14180B940
0x141C955B8,0x141D4E3C0
0x141445E60,0x1414AAC70
0x141445E6C,0x1414AAC7C
0x14177C7A0,0x1418067E0
0x141C91E8C,0x141D4ACEC
0x141444EBC,0x1414A9CCC
0x141781A98,0x14180BAE8
0x141C95780,0x141D4E588
0x141445ECC,0x1414AACDC
0x141781CF0,0x14180BD40
0x141C95854,0x141D4E65C
0x141445F20,0x1414AAD30
0x141445F2C,0x1414AAD3C
0x141781EC0,0x14180BF10
0x141C95990,0x141D4E798
0x141445F80,0x1414AAD90
0x141445F8C,0x1414AAD9C
0x141782118,0x14180C168
0x141C95A64,0x141D4E86C
0x141445FE0,0x1414AADF0
0x141445FEC,0x1414AADFC
0x141782370,0x14180C3C0
0x141C95B38,0x141D4E940
0x14144604C,0x1414AAE5C
0x1417825C8,0x14180C618
0x141C95C0C,0x141D4EA14
0x1414460AC,0x1414AAEBC
0x141782820,0x14180C870
0x141C95CE0,0x141D4EAE8
0x141446100,0x1414AAF10
0x14144610C,0x1414AAF1C
0x141782848,0x14180C898
0x141C95D58,0x141D4EB60
0x141446135,0x1414AAF45
0x14144613A,0x1414AAF4A
0x141446146,0x1414AAF56
0x141782910,0x14180C960
0x141C95F80,0x141D4ED88
0x1414461D6,0x1414AAFE6
0x1414461E2,0x1414AAFF2
0x1414461E7,0x1414AAFF7
0x1414461F3,0x1414AB003
0x14177DDE8,0x141807E38
0x141C92AEC,0x141D4B94C
0x1414451CC,0x1414A9FDC
0x14177DE38,0x141807E88
0x141C92BB8,0x141D4BA18
0x141445206,0x1414AA016
0x141445212,0x1414AA022
0x141782E28,0x14180CE78
0x141C967F4,0x141D4F5FC
0x141446400,0x1414AB210
0x14144640C,0x1414AB21C
0x141784DF8,0x14180EE48
0x141C98248,0x141D51050
0x141446A2D,0x1414AB83D
0x141784E20,0x14180EE70
0x141C98290,0x141D51098
0x141446A4A,0x1414AB85A
0x141784DD0,0x14180EE20
0x141C98208,0x141D51010
0x141446A10,0x1414AB820
0x14177DA18,0x141807A68
0x141C929D0,0x141D4B830
0x141445190,0x1414A9FA0
0x141445195,0x1414A9FA5
0x14144519A,0x1414A9FAA
0x141784978,0x14180E9C8
0x141C98034,0x141D50E3C
0x141446990,0x1414AB7A0
0x141783120,0x14180D170
0x141C96B38,0x141D4F940
0x1414464E0,0x1414AB2F0
0x1414464E5,0x1414AB2F5
0x1414464EA,0x1414AB2FA
0x1417830A8,0x14180D0F8
0x141C968FC,0x141D4F704
0x141446460,0x1414AB270
0x14144646C,0x1414AB27C
0x141783298,0x14180D2E8
0x141C96B8C,0x141D4F994
0x1414464F0,0x1414AB300
0x1414464FC,0x1414AB30C
0x141783468,0x14180D4B8
0x141C96C8C,0x141D4FA94
0x140D13E40,0x140D5B280
0x140D22110,0x140D695C0
0x140D22E10,0x140D6A2D0
0x14356C22C,0x1437CB7F0
0x140D276D7,0x140D6EBA7
0x141C98128,0x141D50F30
0x141783610,0x14180D660
0x141C96E30,0x141D4FC38
0x1414465BC,0x1414AB3CC
0x1417837E0,0x14180D830
0x141C96F00,0x141D4FD08
0x14144661C,0x1414AB42C
0x1417839B8,0x14180DA08
0x141C970C8,0x141D4FED0
0x141446670,0x1414AB480
0x14144667C,0x1414AB48C
0x141783B90,0x14180DBE0
0x141C97200,0x141D50008
0x1414466D0,0x1414AB4E0
0x1414466DC,0x1414AB4EC
0x141783DA8,0x14180DDF8
0x141C974FC,0x141D50304
0x141446790,0x1414AB5A0
0x141446795,0x1414AB5A5
0x14144679A,0x1414AB5AA
0x141783D58,0x14180DDA8
0x141C97320,0x141D50128
0x141446730,0x1414AB540
0x14144673C,0x1414AB54C
0x141783F18,0x14180DF68
0x141C97554,0x141D5035C
0x1414467AC,0x1414AB5BC
0x14177E0D0,0x141808120
0x141C92F34,0x141D4BD94
0x14144532C,0x1414AA13C
0x1417840C0,0x14180E110
0x141C97788,0x141D50590
0x141446800,0x1414AB610
0x14144680C,0x1414AB61C
0x1417785F0,0x141802628
0x141C8DB84,0x141D469E4
0x1414436B0,0x1414A84C0
0x1414436B5,0x1414A84C5
0x141778550,0x141802588
0x141C8D9C0,0x141D46820
0x141443640,0x1414A8450
0x14144364C,0x1414A845C
0x1417785A0,0x1418025D8
0x141C8DB28,0x141D46988
0x141443692,0x1414A84A2
0x14144369E,0x1414A84AE
0x140CF1470,0x140D37FC0
0x141778820,0x141802858
0x141C8DBE0,0x141D46A40
0x1414436CC,0x1414A84DC
0x143569874,0x1437C8E80
0x140D01F70,0x140D48AC0
0x141C91198,0x141D49FF8
0x141778BE8,0x141802C20
0x141C8DE70,0x141D46CD0
0x141443770,0x1414A8580
0x141778D40,0x141802D78
0x141C8DEE0,0x141D46D40
0x14144378C,0x1414A859C
0x14176AA90,0x1417F4A68
0x141C7E7C4,0x141D37618
0x14143F830,0x1414A4640
0x14143F83C,0x1414A464C
0x141771AB0,0x1417FBAE8
0x141C884A0,0x141D41300
0x141442130,0x1414A6F40
0x141442135,0x1414A6F45
0x141769FA8,0x1417F3F78
0x141C7D7B8,0x141D36620
0x14143F530,0x1414A4350
0x14175FD40,0x1417E9B60
0x141C6D108,0x141D25CB0
0x14143BAD0,0x1414A0830
0x14175FD68,0x1417E9B88
0x141C6D140,0x141D25CE8
0x14143BAED,0x1414A084D
0x14143BAF2,0x1414A0852
0x141767F70,0x1417F1F18
0x141C7B418,0x141D342C0
0x14143EE80,0x1414A3CA0
0x14143EE8C,0x1414A3CAC
0x141779290,0x1418032C8
0x141C8E540,0x141D473A0
0x1414439C0,0x1414A87D0
0x141766AA8,0x1417F0978
0x141C79FEC,0x141D32C4C
0x14143E9D0,0x1414A3760
0x14143E9DC,0x1414A376C
0x14176CAF8,0x1417F6AF0
0x141C7FFC8,0x141D38E28
0x141440080,0x1414A4E90
0x14144008C,0x1414A4E9C
0x141537500,0x1415AE878
0x1419BDD98,0x141A5F6B8
0x141369EE0,0x1413C51A0
0x14156F208,0x1415E6F88
0x141A0BD9C,0x141AAE4BC
0x141380BA0,0x1413DC5A0
0x141865618,0x141904398
0x141D9B1BC,0x141E525CC
0x141480B00,0x1414EAE70
0x141773638,0x1417FD670
0x141C8958C,0x141D423EC
0x141442520,0x1414A7330
0x141545D78,0x1415BD148
0x1419D566C,0x141A7721C
0x1413703F0,0x1413CB8C0
0x14185E708,0x1418FF078
0x141D91F8C,0x141E4B1A4
0x14147DD00,0x1414E8AA0
0x14176D9D8,0x1417F79E8
0x141C80C88,0x141D39AE8
0x141440480,0x1414A5290
0x14168EAE8,0x141711BD8
0x141B937D8,0x141C40DB8
0x1413FF250,0x14145F130
0x14184F518,0x1418EE358
0x141D8426C,0x141E3C6B4
0x14147C5E0,0x1414E72F0
0x141866248,0x141905BC0
0x141D9C114,0x141E54434
0x141480E90,0x1414EB640
0x141866108,0x141905A80
0x141D9BF64,0x141E54284
0x141480EA0,0x1414EB650
0x1418661A8,0x141905B20
0x141D9C024,0x141E54344
0x141480EB0,0x1414EB660
0x1418662E8,0x141905C60
0x141D9C204,0x141E54524
0x141480E80,0x1414EB630
0x1416189E8,0x14168F788
0x141ABEBE4,0x141B60BE4
0x1413BB280,0x141416AF0
0x14176F218,0x1417F9250
0x141C83144,0x141D3BFA4
0x141440960,0x1414A5770
0x14176E8A0,0x1417F88D8
0x141C8164C,0x141D3A4AC
0x141440670,0x1414A5480
0x1415A7138,0x14161E2D8
0x141A38BA8,0x141ADB0D8
0x14138BA90,0x1413E74A0
0x14138BA95,0x1413E74A5
0x1417829D8,0x14180CA28
0x141C962C0,0x141D4F0C8
0x1414462A0,0x1414AB0B0
0x1414462A5,0x1414AB0B5
0x1417895A8,0x1418137B0
0x141C9DFEC,0x141D5723C
0x141447F20,0x1414ACDB0
0x141764CB0,0x1417EEB68
0x141C77320,0x141D2FF80
0x14143DEC0,0x1414A2C50
0x14143DEC5,0x1414A2C55
0x14176FBA0,0x1417F9BD8
0x141C85470,0x141D3E2D0
0x141441150,0x1414A5F60
0x141441155,0x1414A5F65
0x141782AC8,0x14180CB18
0x141C964B0,0x141D4F2B8
0x1414462B0,0x1414AB0C0
0x1414462B5,0x1414AB0C5
0x14176C128,0x1417F6110
0x141C7F750,0x141D385B0
0x14143FDA0,0x1414A4BB0
0x14143FDA5,0x1414A4BB5
0x14163C180,0x1416B4618
0x141B05960,0x141BA42D0
0x1413D1B60,0x14142BDD0
0x1413D1B65,0x14142BDD5
0x1417663D8,0x1417F0298
0x141C79900,0x141D32560
0x14143E7E0,0x1414A3570
0x14143E7E5,0x1414A3575
0x14185E668,0x1418FEFD8
0x141D91E88,0x141E4B0A0
0x14147DCF0,0x1414E8A90
0x14147DCF5,0x1414E8A95
0x141778ED0,0x141802F08
0x141C8E2C0,0x141D47120
0x141443870,0x1414A8680
0x141443875,0x1414A8685
0x14177E430,0x141808480
0x141C934BC,0x141D4C31C
0x141445490,0x1414AA2A0
0x14178B1D0,0x1418153E8
0x141C9FE2C,0x141D5907C
0x1414487C0,0x1414AD650
0x141537460,0x1415AE7D8
0x1419BDC64,0x141A5F584
0x141369EF0,0x1413C51B0
0x141766808,0x1417F06D0
0x141C79F1C,0x141D32B7C
0x14143E9A0,0x1414A3730
0x141766120,0x1417EFFE0
0x141C7961C,0x141D3227C
0x14143E760,0x1414A34F0
0x141765778,0x1417EF638
0x141C78B20,0x141D31780
0x14143E3E0,0x1414A3170
0x141779410,0x141803448
0x141C8E59C,0x141D473FC
0x1414439D0,0x1414A87E0
0x1414439DC,0x1414A87EC
0x141779460,0x141803498
0x141C8E638,0x141D47498
0x141443A37,0x1414A8847
0x14175FDB8,0x1417E9BD8
0x141C6D1EC,0x141D25D94
0x14143BB00,0x1414A0860
0x141768168,0x1417F2110
0x141C7B788,0x141D34630
0x14143EF00,0x1414A3D20
0x14143EF05,0x1414A3D25
0x1417655C0,0x1417EF480
0x141C78718,0x141D31378
0x14143E410,0x1414A31A0
0x14143E415,0x1414A31A5
0x14179F6C8,0x14182A358
0x141CB98A8,0x141D75070
0x14144E8B0,0x1414B41E0
0x14144E8B5,0x1414B41E5
0x141765430,0x1417EF2F0
0x141C78410,0x141D31070
0x14143E400,0x1414A3190
0x14143E405,0x1414A3195
0x14156EDA0,0x1415E6B20
0x141A0B9D4,0x141AAE0F4
0x141380AB0,0x1413DC4B0
0x1417654D0,0x1417EF390
0x141C78544,0x141D311A4
0x14143E3F0,0x1414A3180
0x141765610,0x1417EF4D0
0x141C787A0,0x141D31400
0x14143E430,0x1414A31C0
0x14143E435,0x1414A31C5
0x14143E43A,0x1414A31CA
0x14179F718,0x14182A3A8
0x141CB9950,0x141D75118
0x14144E8C0,0x1414B41F0
0x14144E8C5,0x1414B41F5
0x14144E8CA,0x1414B41FA
0x141765480,0x1417EF340
0x141C784A8,0x141D31108
0x14143E420,0x1414A31B0
0x14143E425,0x1414A31B5
0x14143E42A,0x1414A31BA
0x141765520,0x1417EF3E0
0x141C785AC,0x141D3120C
0x14143E440,0x1414A31D0
0x14143E445,0x1414A31D5
0x141564AB0,0x1415DC730
0x1419FAE44,0x141A9D4BC
0x14137C6F0,0x1413D80B0
0x14137C6F5,0x1413D80B5
0x141568F10,0x1415E0C88
0x141A0575C,0x141AA7E7C
0x14137ECE0,0x1413DA6E0
0x14137ECE5,0x1413DA6E5
0x141564920,0x1415DC5A0
0x1419FAB94,0x141A9D20C
0x14137C710,0x1413D80D0
0x14137C715,0x1413D80D5
0x141564A10,0x1415DC690
0x1419FAD44,0x141A9D3BC
0x14137C720,0x1413D80E0
0x14137C725,0x1413D80E5
0x141564970,0x1415DC5F0
0x1419FAC38,0x141A9D2B0
0x14137CDC0,0x1413D8780
0x14137CDCC,0x1413D878C
0x140276720,0x140287D20
0x1415649E8,0x1415DC668
0x1419FACEC,0x141A9D364
0x14137CC30,0x1413D85F0
0x14137CC35,0x1413D85F5
0x14137CC3A,0x1413D85FA
0x14137CC3F,0x1413D85FF
0x14153A508,0x1415B1760
0x1419C2044,0x141A637D4
0x14136AD40,0x1413C5FC0
0x14136AD45,0x1413C5FC5
0x1415201A8,0x1415974F8
0x14199405C,0x141A359EC
0x14135C6D0,0x1413B7980
0x14135C6D5,0x1413B7985
0x141644D88,0x1416BD808
0x141B1237C,0x141BB102C
0x1413D55A0,0x14142F960
0x1413D55A5,0x14142F965
0x141567088,0x1415DEDD8
0x1419FF2F4,0x141AA1984
0x14137D430,0x1413D8DF0
0x14137D435,0x1413D8DF5
0x141567010,0x1415DED60
0x1419FF210,0x141AA18A0
0x141567060,0x1415DEDB0
0x1419FF288,0x141AA1918
0x14137D490,0x1413D8E50
0x14137D49C,0x1413D8E5C
0x14137D4A1,0x1413D8E61
0x14137D4A6,0x1413D8E66
0x14137D4AB,0x1413D8E6B
0x1415948B0,0x14160BA38
0x141A1F1FC,0x141AC180C
0x141384B50,0x1413E0560
0x141384B55,0x1413E0565
0x141543378,0x1415BA630
0x1419D101C,0x141A7298C
0x14136EC40,0x1413C9FC0
0x14136EC45,0x1413C9FC5
0x141543288,0x1415BA540
0x1419D0E74,0x141A727E4
0x14136EC30,0x1413C9FB0
0x14136EC35,0x1413C9FB5
0x14153B3E0,0x1415B2638
0x1419C3BCC,0x141A6535C
0x14136B250,0x1413C64D0
0x14136B255,0x1413C64D5
0x141564880,0x1415DC500
0x1419FAA94,0x141A9D10C
0x14137C700,0x1413D80C0
0x14137C705,0x1413D80C5
0x141594950,0x14160BAD8
0x141A1F314,0x141AC1924
0x141384B40,0x1413E0550
0x141384B45,0x1413E0555
0x141660750,0x1416DA3E8
0x141B532CC,0x141BF6F34
0x1413E96C0,0x141445F20
0x1413E96C5,0x141445F25
0x1417693D8,0x1417F3398
0x141C7D15C,0x141D35FC4
0x14143F3A0,0x1414A41C0
0x14143F3A5,0x1414A41C5
0x141564A60,0x1415DC6E0
0x1419FADD8,0x141A9D450
0x14137C730,0x1413D80F0
0x141568EE8,0x1415E0C60
0x141A05720,0x141AA7E40
0x14137ECF0,0x1413DA6F0
0x1415648D0,0x1415DC550
0x1419FAB28,0x141A9D1A0
0x14137C750,0x1413D8110
0x141564998,0x1415DC618
0x1419FAC7C,0x141A9D2F4
0x14137C760,0x1413D8120
0x14153A4E0,0x1415B1738
0x1419C2008,0x141A63798
0x14136AD50,0x1413C5FD0
0x141520180,0x1415974D0
